dataset,esn,unit,flight_cycle,datetime,operator,depart_icao,destination_icao,hpc_eff_mod,hpc_flow_mod,tra,t2,t24,t30,t50,p2,p15,p30,nf,nc,epr,ps30,phi,nrf,nrc,bpr,farb,htbleed,nf_dmd,pcnfr_dmd,w31,w32,rul
test_FD001,999189,89,36,3/28/2018 13:09,FRON,KSEA,KDEN,-0.0025,0.0,100,518.67,1561.77,1594.91,1401.02,14.62,21.61,553.22,2388.13,9040.09,1.3,47.42,522.03,2388.12,8123.16,8.4858,0.03,393,2388,100,38.97,23.3303,170.0
test_FD001,999189,89,103,4/9/2018 15:48,FRON,KTTN,KRDU,0.0023,0.0003,100,518.67,1562.62,1595.14,1410.885,14.62,21.61,552.53,2388.05,9045.32,1.3,47.43,521.47,2388.02,8126.95,8.4421,0.03,392,2388,100,39.05,23.3811,170.0
test_FD001,999189,89,41,3/29/2018 3:02,FRON,KLAX,KDEN,0.0,-0.0006,100,518.67,1561.77,1589.89,1406.34,14.62,21.61,553.73,2388.06,9048.77,1.3,47.65,522.37,2388.12,8125.17,8.4136,0.03,391,2388,100,38.89,23.3755,170.0
test_FD001,999189,89,100,4/9/2018 6:08,FRON,KMCO,KTTN,0.0041,-0.0005,100,518.67,1561.41,1591.72,1400.9,14.62,21.61,552.96,2388.13,9045.87,1.3,47.41,521.46,2388.13,8123.41,8.427,0.03,392,2388,100,38.82,23.2448,170.0
test_FD001,999189,89,27,3/25/2018 19:31,FRON,KMIA,KMKE,-0.0007,-0.0004,100,518.67,1561.8200000000002,1589.76,1403.58,14.62,21.61,553.71,2388.09,9043.95,1.3,47.37,521.74,2388.1,8122.19,8.4264,0.03,393,2388,100,38.86,23.3362,170.0
test_FD001,999189,89,136,4/14/2018 10:23,FRON,KDEN,KTYS,0.0017,-0.0004,100,518.67,1561.92,1591.03,1399.88,14.62,21.61,553.52,2388.09,9046.99,1.3,47.48,521.29,2388.06,8128.99,8.4503,0.03,392,2388,100,38.75,23.2951,170.0
test_FD001,999189,89,98,4/8/2018 20:04,FRON,KCOS,KLAS,-0.002,0.0004,100,518.67,1562.16,1584.75,1406.75,14.62,21.61,553.64,2388.07,9043.44,1.3,47.3,521.86,2388.07,8124.95,8.4501,0.03,392,2388,100,38.8,23.2578,170.0
test_FD001,999189,89,148,4/16/2018 5:31,FRON,KMCO,KLAS,0.0003,-0.0006,100,518.67,1562.27,1591.63,1400.58,14.62,21.61,553.13,2388.1,9045.62,1.3,47.66,521.97,2388.09,8131.29,8.421,0.03,392,2388,100,38.76,23.2736,170.0
test_FD001,999189,89,159,4/18/2018 5:11,FRON,KTTN,KDTW,-0.0003,-0.0005,100,518.67,1562.22,1587.8,1407.94,14.62,21.61,552.54,2388.14,9040.69,1.3,47.47,521.14,2388.11,8130.35,8.4268,0.03,394,2388,100,38.8,23.3872,170.0
test_FD001,999189,89,168,4/19/2018 16:20,FRON,KAUS,KCVG,-0.0003,0.0002,100,518.67,1562.0300000000002,1584.68,1408.09,14.62,21.61,553.67,2388.12,9051.85,1.3,47.54,521.59,2388.1,8126.56,8.4344,0.03,392,2388,100,38.67,23.3038,170.0
test_FD001,999189,89,91,4/7/2018 9:56,FRON,KMIA,KLAS,0.0018,-0.0002,100,518.67,1562.4,1587.41,1406.15,14.62,21.61,553.23,2388.08,9045.86,1.3,47.41,521.51,2388.07,8130.37,8.4309,0.03,391,2388,100,38.97,23.3702,170.0
test_FD001,999189,89,33,3/27/2018 18:17,FRON,KDEN,KONT,0.0004,0.0002,100,518.67,1561.52,1588.35,1406.69,14.62,21.61,554.24,2388.1,9042.25,1.3,47.38,522.07,2388.1,8127.88,8.4344,0.03,392,2388,100,38.87,23.3203,170.0
test_FD001,999189,89,39,3/28/2018 19:27,FRON,KMSP,KDEN,-0.0016,-0.0004,100,518.67,1561.77,1589.31,1401.35,14.62,21.61,553.56,2388.05,9043.41,1.3,47.36,521.84,2388.13,8128.81,8.4289,0.03,393,2388,100,38.96,23.3619,170.0
test_FD001,999189,89,47,3/30/2018 7:47,FRON,KDEN,KMCO,0.0052,-0.0003,100,518.67,1561.71,1586.25,1410.22,14.62,21.61,553.63,2388.13,9043.69,1.3,47.36,521.02,2388.12,8120.58,8.4314,0.03,393,2388,100,38.82,23.3775,170.0
test_FD001,999189,89,22,3/24/2018 17:55,FRON,KSJC,KLAS,0.001,-0.0003,100,518.67,1562.11,1580.6,1401.25,14.62,21.61,553.49,2388.07,9051.42,1.3,47.27,522.14,2388.11,8128.24,8.4013,0.03,394,2388,100,39.0,23.3973,170.0
test_FD001,999189,89,102,4/9/2018 12:50,FRON,KJAX,KTTN,-0.0032,-0.0001,100,518.67,1561.95,1589.52,1412.09,14.62,21.61,553.51,2388.13,9042.67,1.3,47.44,521.82,2388.05,8129.86,8.4455,0.03,392,2388,100,38.73,23.3454,170.0
test_FD001,999189,89,135,4/13/2018 21:19,FRON,KSAN,KDEN,-0.0021,0.0002,100,518.67,1562.0300000000002,1594.83,1404.31,14.62,21.61,553.7,2388.08,9048.23,1.3,47.49,521.72,2388.11,8131.24,8.4562,0.03,393,2388,100,38.78,23.2622,170.0
test_FD001,999189,89,167,4/19/2018 12:01,FRON,KCVG,KAUS,-0.0014,-0.0002,100,518.67,1562.25,1586.84,1410.325,14.62,21.61,553.63,2388.15,9040.29,1.3,47.57,521.35,2388.13,8131.89,8.4313,0.03,392,2388,100,38.87,23.2406,170.0
test_FD001,999189,89,107,4/10/2018 2:17,FRON,KLAS,KTPA,0.0,-0.0002,100,518.67,1561.91,1593.71,1399.91,14.62,21.61,554.04,2388.12,9043.43,1.3,47.49,521.37,2388.11,8124.01,8.4255,0.03,392,2388,100,38.6,23.4049,170.0
test_FD001,999189,89,108,4/10/2018 7:57,FRON,KTPA,KBUF,-0.0007,-0.0003,100,518.67,1562.13,1590.62,1395.7,14.62,21.61,552.76,2388.12,9042.2,1.3,47.27,520.9,2388.09,8129.39,8.4551,0.03,393,2388,100,38.71,23.3358,170.0
test_FD001,999189,89,19,3/24/2018 12:48,FRON,KDEN,KLAS,-0.003,0.0001,100,518.67,1561.3100000000002,1592.93,1400.82,14.62,21.61,554.37,2388.11,9039.55,1.3,47.62,522.08,2388.08,8127.98,8.4414,0.03,392,2388,100,38.78,23.3936,170.0
test_FD001,999189,89,37,3/28/2018 16:43,FRON,KDEN,KMSP,-0.0029,0.0004,100,518.67,1561.73,1593.72,1405.36,14.62,21.61,553.48,2388.12,9046.4,1.3,47.54,522.42,2388.07,8128.42,8.4403,0.03,393,2388,100,39.0,23.3715,170.0
test_FD001,999189,89,157,4/17/2018 17:55,FRON,,,0.0007,-0.0002,100,518.67,1561.8300000000002,1593.25,1405.75,14.62,21.61,553.95,2388.09,9050.53,1.3,47.49,521.82,2388.16,8130.63,8.4421,0.03,393,2388,100,38.84,23.2973,170.0
test_FD001,999189,89,54,3/31/2018 16:58,FRON,KPBI,KTTN,-0.0009,-0.0005,100,518.67,1561.7,1582.38,1410.455,14.62,21.61,553.97,2388.13,9047.95,1.3,47.65,521.88,2388.14,8125.6,8.4418,0.03,392,2388,100,38.83,23.3603,170.0
test_FD001,999189,89,63,4/2/2018 19:53,FRON,KCOS,KLAS,0.0036,0.0001,100,518.67,1561.69,1582.58,1410.65,14.62,21.61,553.12,2388.07,9052.88,1.3,47.44,521.42,2388.07,8128.66,8.4523,0.03,393,2388,100,38.84,23.3344,170.0
test_FD001,999189,89,45,3/29/2018 22:39,FRON,KMIA,KDEN,-0.0037,0.0001,100,518.67,1562.01,1591.0,1401.33,14.62,21.61,552.98,2388.17,9050.31,1.3,47.34,521.57,2388.08,8128.96,8.4178,0.03,392,2388,100,38.86,23.4953,170.0
test_FD001,999189,89,3,3/21/2018 16:58,FRON,KIND,KMCO,0.0029,-0.0002,100,518.67,1562.17,1594.01,1403.22,14.62,21.61,553.5,2388.11,9043.13,1.3,47.31,521.58,2388.08,8131.34,8.4254,0.03,395,2388,100,38.93,23.2897,170.0
test_FD001,999189,89,20,3/24/2018 15:41,FRON,KLAS,KSJC,0.0006,0.0002,100,518.67,1561.47,1581.74,1397.12,14.62,21.61,553.31,2388.12,9045.81,1.3,47.34,521.61,2388.07,8121.75,8.4144,0.03,392,2388,100,38.97,23.4217,170.0
test_FD001,999189,89,95,4/8/2018 11:35,FRON,KLAS,KCOS,-0.002,-0.0005,100,518.67,1562.26,1602.33,1405.69,14.62,21.61,554.3,2388.09,9045.45,1.3,47.43,521.12,2388.19,8131.22,8.4414,0.03,393,2388,100,38.81,23.2543,170.0
test_FD001,999189,89,26,3/25/2018 15:06,FRON,KBUF,KMIA,0.0006,0.0002,100,518.67,1561.62,1587.61,1405.61,14.62,21.61,554.03,2388.08,9033.05,1.3,47.41,521.31,2388.08,8126.29,8.4631,0.03,393,2388,100,38.78,23.3367,170.0
test_FD001,999189,89,128,4/12/2018 20:51,FRON,KDTW,KISP,-0.0005,-0.0001,100,518.67,1562.15,1582.9,1409.32,14.62,21.61,553.65,2388.11,9042.92,1.3,47.42,521.76,2388.11,8126.97,8.4757,0.03,394,2388,100,38.96,23.3662,170.0
test_FD001,999189,89,74,4/4/2018 10:51,FRON,KLAS,KAUS,-0.0002,0.0003,100,518.67,1562.0600000000002,1585.21,1409.34,14.62,21.61,553.72,2388.02,9040.0,1.3,47.43,521.6,2388.11,8121.27,8.4316,0.03,392,2388,100,38.88,23.3035,170.0
test_FD001,999189,89,117,4/11/2018 20:06,FRON,KCOS,KLAS,-0.0002,0.0002,100,518.67,1561.8000000000002,1593.93,1403.96,14.62,21.61,553.77,2388.11,9044.2,1.3,47.32,521.73,2388.1,8128.83,8.4001,0.03,393,2388,100,38.89,23.3828,170.0
test_FD001,999189,89,98,4/8/2018 20:04,FRON,KCOS,KLAS,-0.002,0.0004,100,518.67,1562.16,1584.75,1406.75,14.62,21.61,553.64,2388.07,9043.44,1.3,47.3,521.86,2388.07,8124.95,8.4501,0.03,392,2388,100,38.8,23.2578,170.0
test_FD001,999189,89,99,4/9/2018 0:06,FRON,KLAS,KMCO,-0.0001,-0.0005,100,518.67,1562.48,1590.53,1406.85,14.62,21.61,553.41,2388.05,9053.02,1.3,47.68,521.36,2388.13,8123.0,8.4206,0.03,393,2388,100,38.82,23.3848,170.0
test_FD001,999189,89,94,4/8/2018 5:29,FRON,KMCO,KLAS,-0.0007,0.0004,100,518.67,1562.0400000000002,1594.23,1407.07,14.62,21.61,553.5,2388.15,9039.13,1.3,47.54,521.93,2388.08,8128.74,8.4296,0.03,392,2388,100,38.95,23.3136,170.0
test_FD001,999189,89,73,4/3/2018 21:18,FRON,KIAD,KLAS,-0.0001,-0.0004,100,518.67,1561.7800000000002,1587.41,1402.65,14.62,21.61,554.03,2388.14,9040.5,1.3,47.52,522.04,2388.14,8127.3,8.4028,0.03,392,2388,100,38.95,23.3324,170.0
test_FD001,999189,89,114,4/11/2018 11:29,FRON,KLAS,KCOS,-0.0056,0.0002,100,518.67,1562.0400000000002,1586.55,1406.79,14.62,21.61,553.5,2388.09,9038.4,1.3,47.49,522.36,2388.15,8124.66,8.4505,0.03,394,2388,100,38.83,23.2838,170.0
test_FD001,999189,89,171,4/20/2018 19:19,FRON,KDEN,,0.0006,-0.0005,100,518.67,1562.4,1594.91,1405.85,14.62,21.61,552.8,2388.1,9049.49,1.3,47.57,522.31,2388.16,8129.15,8.4347,0.03,393,2388,100,38.85,23.2451,170.0
test_FD001,999189,89,1,3/21/2018 5:29,FRON,KTPA,KMCO,-0.0001,0.0004,100,518.67,1561.8000000000002,1590.05,1404.94,14.62,21.61,553.47,2388.11,9047.52,1.3,47.48,521.52,2388.15,8124.16,8.436,0.03,392,2388,100,38.88,23.2321,170.0
test_FD001,999189,89,8,3/22/2018 17:10,FRON,KSLC,KDEN,0.003,-0.0004,100,518.67,1561.9,1588.36,1400.95,14.62,21.61,553.68,2388.12,9045.28,1.3,47.33,521.74,2388.13,8126.62,8.4475,0.03,392,2388,100,38.9,23.3777,170.0
test_FD001,999189,89,153,4/17/2018 0:18,FRON,KLAS,KMCO,0.0011,-0.0005,100,518.67,1561.7,1589.76,1406.96,14.62,21.61,554.21,2388.05,9055.86,1.3,47.42,520.84,2388.13,8130.47,8.4707,0.03,392,2388,100,38.74,23.2633,170.0
test_FD001,999189,89,62,4/2/2018 17:18,FRON,KLAS,KCOS,-0.0011,0.0003,100,518.67,1561.67,1586.9,1399.03,14.62,21.61,553.03,2388.13,9051.08,1.3,47.35,521.47,2388.09,8132.05,8.4326,0.03,392,2388,100,38.95,23.3882,170.0
test_FD001,999189,89,7,3/22/2018 14:54,FRON,KLAS,KSLC,0.0014,-0.0005,100,518.67,1562.11,1591.79,1408.14,14.62,21.61,554.31,2388.19,9045.6,1.3,47.54,521.59,2388.08,8121.4,8.4141,0.03,392,2388,100,38.85,23.3619,170.0
test_FD001,999189,89,155,4/17/2018 10:30,FRON,KPVD,KDEN,0.002,-0.0005,100,518.67,1561.94,1589.31,1412.175,14.62,21.61,553.87,2388.07,9056.32,1.3,47.47,521.78,2388.18,8130.77,8.4635,0.03,395,2388,100,38.89,23.307,170.0
test_FD001,999189,89,149,4/16/2018 11:26,FRON,KLAS,KCOS,0.0027,0.0001,100,518.67,1561.72,1592.41,1403.44,14.62,21.61,553.16,2388.14,9053.16,1.3,47.58,521.92,2388.12,8126.91,8.4347,0.03,393,2388,100,39.0,23.2925,170.0
test_FD001,999189,89,160,4/18/2018 8:17,FRON,KDTW,KDEN,0.0017,0.0,100,518.67,1561.96,1587.93,1411.405,14.62,21.61,554.05,2388.11,9052.35,1.3,47.43,521.1,2388.13,8131.84,8.4593,0.03,392,2388,100,38.77,23.3756,170.0
test_FD001,999189,89,160,4/18/2018 8:17,FRON,KDTW,KDEN,0.0017,0.0,100,518.67,1561.96,1587.93,1411.405,14.62,21.61,554.05,2388.11,9052.35,1.3,47.43,521.1,2388.13,8131.84,8.4593,0.03,392,2388,100,38.77,23.3756,170.0
test_FD001,999189,89,72,4/3/2018 21:18,FRON,KIAD,KLAS,-0.0012,0.0001,100,518.67,1562.0,1584.15,1411.67,14.62,21.61,553.98,2388.02,9048.29,1.3,47.51,521.48,2388.06,8128.87,8.4418,0.03,392,2388,100,38.75,23.3463,170.0
test_FD001,999189,89,20,3/24/2018 15:41,FRON,KLAS,KSJC,0.0006,0.0002,100,518.67,1561.47,1581.74,1397.12,14.62,21.61,553.31,2388.12,9045.81,1.3,47.34,521.61,2388.07,8121.75,8.4144,0.03,392,2388,100,38.97,23.4217,170.0
test_FD001,999189,89,58,4/1/2018 16:37,FRON,KTPA,KTTN,-0.0001,0.0003,100,518.67,1561.67,1588.68,1409.06,14.62,21.61,553.51,2388.12,9047.92,1.3,47.36,521.98,2388.07,8127.6,8.4478,0.03,393,2388,100,38.91,23.2186,170.0
test_FD001,999189,89,89,4/6/2018 19:54,FRON,KISP,KMIA,0.0002,-0.0003,100,518.67,1561.72,1588.78,1405.98,14.62,21.61,553.12,2388.12,9048.96,1.3,47.47,521.35,2388.13,8133.47,8.4542,0.03,393,2388,100,38.65,23.2772,170.0
test_FD001,999189,89,140,4/15/2018 1:29,FRON,KDEN,KATL,-0.0009,-0.0001,100,518.67,1562.51,1587.42,1405.76,14.62,21.61,554.0,2388.16,9047.62,1.3,47.6,521.45,2388.11,8129.95,8.4545,0.03,393,2388,100,39.06,23.2811,170.0
test_FD001,999189,89,144,4/15/2018 16:17,FRON,KAUS,KCVG,0.004,0.0003,100,518.67,1562.25,1584.28,1405.3,14.62,21.61,553.23,2388.1,9052.41,1.3,47.45,521.85,2388.14,8133.36,8.4698,0.03,395,2388,100,38.96,23.3454,170.0
test_FD001,999189,89,28,3/26/2018 6:38,FRON,KMKE,KTPA,0.0009,0.0003,100,518.67,1561.3200000000002,1586.69,1407.96,14.62,21.61,553.5,2388.12,9045.17,1.3,47.27,522.08,2388.06,8130.13,8.4101,0.03,391,2388,100,38.85,23.2552,170.0
test_FD001,999189,89,134,4/13/2018 18:28,FRON,KDEN,KSAN,-0.0014,0.0004,100,518.67,1561.5700000000002,1584.48,1401.99,14.62,21.61,553.22,2388.12,9050.67,1.3,47.46,521.39,2388.12,8125.71,8.4346,0.03,393,2388,100,38.81,23.2576,170.0
test_FD001,999189,89,68,4/3/2018 10:06,FRON,KAUS,KONT,0.0018,-0.0004,100,518.67,1561.75,1587.56,1409.57,14.62,21.61,553.16,2388.07,9045.63,1.3,47.45,521.64,2388.14,8130.26,8.409,0.03,392,2388,100,39.0,23.3454,170.0
test_FD001,999189,89,84,4/5/2018 17:56,FRON,KMIA,KISP,0.0033,0.0004,100,518.67,1561.88,1584.92,1408.0,14.62,21.61,554.01,2388.08,9042.82,1.3,47.44,521.48,2388.06,8124.44,8.4162,0.03,392,2388,100,38.59,23.309,170.0
test_FD001,999189,89,121,4/12/2018 5:10,FRON,KIAD,KMCO,0.0012,0.0004,100,518.67,1562.0800000000002,1593.31,1411.395,14.62,21.61,553.48,2388.11,9047.52,1.3,47.36,521.8,2388.11,8126.44,8.4271,0.03,392,2388,100,39.1,23.2587,170.0
test_FD001,999189,89,37,3/28/2018 16:43,FRON,KDEN,KMSP,-0.0029,0.0004,100,518.67,1561.73,1593.72,1405.36,14.62,21.61,553.48,2388.12,9046.4,1.3,47.54,522.42,2388.07,8128.42,8.4403,0.03,393,2388,100,39.0,23.3715,170.0
test_FD001,999189,89,11,3/23/2018 1:50,FRON,KLAS,KRDU,0.0008,-0.0001,100,518.67,1561.8300000000002,1588.65,1401.17,14.62,21.61,552.81,2388.1,9031.89,1.3,47.45,522.02,2388.08,8122.12,8.4349,0.03,395,2388,100,38.78,23.3546,170.0
test_FD001,999189,89,11,3/23/2018 1:50,FRON,KLAS,KRDU,0.0008,-0.0001,100,518.67,1561.8300000000002,1588.65,1401.17,14.62,21.61,552.81,2388.1,9031.89,1.3,47.45,522.02,2388.08,8122.12,8.4349,0.03,395,2388,100,38.78,23.3546,170.0
test_FD001,999189,89,116,4/11/2018 17:10,FRON,KSAT,KCOS,-0.0012,0.0003,100,518.67,1562.02,1592.33,1406.75,14.62,21.61,552.82,2388.14,9048.48,1.3,47.49,521.26,2388.07,8127.19,8.431,0.03,392,2388,100,38.73,23.2691,170.0
test_FD001,999189,89,65,4/2/2018 23:10,FRON,KLAS,KIAD,-0.002,0.0003,100,518.67,1561.69,1591.58,1408.41,14.62,21.61,553.74,2388.2,9049.31,1.3,47.37,522.03,2388.07,8128.16,8.4263,0.03,392,2388,100,38.74,23.2565,170.0
test_FD001,999189,89,88,4/6/2018 16:47,FRON,KMCO,KISP,0.003,-0.0005,100,518.67,1561.76,1590.52,1408.33,14.62,21.61,553.54,2388.1,9047.36,1.3,47.55,521.48,2388.1,8129.35,8.3983,0.03,392,2388,100,38.82,23.3494,170.0
test_FD001,999189,89,41,3/29/2018 3:02,FRON,KLAX,KDEN,0.0,-0.0006,100,518.67,1561.77,1589.89,1406.34,14.62,21.61,553.73,2388.06,9048.77,1.3,47.65,522.37,2388.12,8125.17,8.4136,0.03,391,2388,100,38.89,23.3755,170.0
test_FD001,999189,89,80,4/5/2018 2:52,FRON,KLAS,KMIA,-0.0033,0.0002,100,518.67,1561.5300000000002,1594.34,1406.01,14.62,21.61,553.21,2388.12,9047.25,1.3,47.59,521.44,2388.09,8125.16,8.4481,0.03,392,2388,100,38.62,23.2227,170.0
test_FD001,999189,89,57,4/1/2018 12:58,FRON,KTTN,KTPA,-0.0033,0.0001,100,518.67,1562.26,1589.26,1402.2,14.62,21.61,553.63,2388.08,9046.96,1.3,47.36,521.23,2388.09,8124.21,8.4139,0.03,391,2388,100,38.92,23.3437,170.0
test_FD001,999189,89,143,4/15/2018 11:32,FRON,KCVG,KAUS,-0.0014,-0.0004,100,518.67,1561.3300000000002,1582.83,1412.63,14.62,21.61,553.36,2388.11,9045.9,1.3,47.67,521.69,2388.1,8132.31,8.4439,0.03,393,2388,100,38.82,23.2051,170.0
test_FD001,999189,89,51,3/31/2018 5:43,FRON,KTTN,KMIA,0.0021,-0.0004,100,518.67,1561.86,1590.98,1408.84,14.62,21.61,553.74,2388.11,9053.67,1.3,47.26,521.7,2388.07,8129.44,8.3896,0.03,392,2388,100,38.81,23.338,170.0
test_FD001,999189,89,5,3/22/2018 9:25,FRON,KDSM,KDEN,0.0013,-0.0004,100,518.67,1562.15,1593.63,1398.68,14.62,21.61,554.18,2388.05,9045.88,1.3,47.41,522.04,2388.07,8125.08,8.4,0.03,393,2388,100,38.84,23.3852,170.0
test_FD001,999189,89,105,4/9/2018 18:17,FRON,KRDU,KAUS,0.0027,0.0004,100,518.67,1561.59,1585.78,1404.0,14.62,21.61,553.72,2388.05,9041.97,1.3,47.52,521.82,2388.08,8128.93,8.4449,0.03,393,2388,100,38.8,23.4304,170.0
test_FD001,999189,89,158,4/17/2018 20:33,FRON,KMSP,KTTN,0.0008,-0.0001,100,518.67,1562.0800000000002,1593.28,1410.165,14.62,21.61,553.46,2388.12,9046.72,1.3,47.71,520.81,2388.11,8128.02,8.4397,0.03,392,2388,100,38.73,23.4282,170.0
test_FD001,999189,89,106,4/9/2018 22:28,FRON,KAUS,KLAS,0.0011,-0.0004,100,518.67,1562.21,1588.7,1408.0,14.62,21.61,553.39,2388.15,9048.1,1.3,47.46,521.16,2388.12,8124.67,8.4351,0.03,394,2388,100,39.02,23.3797,170.0
test_FD001,999189,89,69,4/3/2018 13:55,FRON,KONT,KAUS,-0.001,0.0004,100,518.67,1561.5700000000002,1590.74,1409.35,14.62,21.61,553.89,2388.12,9053.14,1.3,47.48,521.39,2388.14,8125.2,8.4125,0.03,393,2388,100,38.79,23.4274,170.0
test_FD001,999189,89,119,4/11/2018 22:58,FRON,KLAS,KIAD,0.0021,-0.0005,100,518.67,1561.72,1589.39,1409.47,14.62,21.61,553.29,2388.07,9050.16,1.3,47.42,521.46,2388.11,8131.14,8.4268,0.03,393,2388,100,38.8,23.2765,170.0
test_FD001,999189,89,131,4/13/2018 12:14,FRON,KDEN,KLAS,0.0072,-0.0001,100,518.67,1561.7,1587.34,1407.84,14.62,21.61,553.46,2388.15,9045.63,1.3,47.31,521.6,2388.08,8131.28,8.4244,0.03,393,2388,100,38.83,23.2054,170.0
test_FD001,999189,89,138,4/14/2018 18:14,FRON,KDEN,KRNO,-0.0023,-0.0002,100,518.67,1561.66,1597.36,1410.9,14.62,21.61,553.64,2388.1,9041.26,1.3,47.49,521.31,2388.12,8125.9,8.4521,0.03,393,2388,100,38.84,23.2679,170.0
test_FD001,999189,89,147,4/16/2018 0:33,FRON,KLAS,KMCO,0.002,0.0004,100,518.67,1562.35,1595.87,1409.71,14.62,21.61,553.62,2388.13,9049.83,1.3,47.54,521.79,2388.13,8125.9,8.4356,0.03,392,2388,100,39.0,23.3168,170.0
test_FD001,999189,89,100,4/9/2018 6:08,FRON,KMCO,KTTN,0.0041,-0.0005,100,518.67,1561.41,1591.72,1400.9,14.62,21.61,552.96,2388.13,9045.87,1.3,47.41,521.46,2388.13,8123.41,8.427,0.03,392,2388,100,38.82,23.2448,170.0
test_FD001,999189,89,141,4/15/2018 5:25,FRON,KATL,KLGA,-0.0025,0.0002,100,518.67,1562.16,1591.05,1410.22,14.62,21.61,553.15,2388.14,9048.05,1.3,47.59,521.19,2388.11,8129.84,8.3927,0.03,393,2388,100,38.91,23.3277,170.0
test_FD001,999189,89,66,4/3/2018 5:10,FRON,KIAD,KAUS,0.002,0.0002,100,518.67,1562.13,1590.94,1406.81,14.62,21.61,553.75,2388.11,9046.19,1.3,47.33,521.24,2388.12,8129.29,8.4599,0.03,392,2388,100,38.67,23.3432,170.0
test_FD001,999189,89,91,4/7/2018 9:56,FRON,KMIA,KLAS,0.0018,-0.0002,100,518.67,1562.4,1587.41,1406.15,14.62,21.61,553.23,2388.08,9045.86,1.3,47.41,521.51,2388.07,8130.37,8.4309,0.03,391,2388,100,38.97,23.3702,170.0
test_FD001,999189,89,145,4/15/2018 18:14,FRON,KDEN,KRNO,0.0045,-0.0005,100,518.67,1562.19,1587.04,1406.55,14.62,21.61,553.42,2388.11,9057.55,1.3,47.34,521.22,2388.12,8126.18,8.4355,0.03,392,2388,100,38.91,23.1258,170.0
test_FD001,999189,89,17,3/24/2018 4:39,FRON,KPHL,KJAX,0.0008,0.0001,100,518.67,1562.2900000000002,1595.3,1403.59,14.62,21.61,554.32,2388.09,9044.62,1.3,47.43,521.18,2388.07,8128.3,8.4285,0.03,393,2388,100,38.86,23.3025,170.0
test_FD001,999189,89,77,4/4/2018 17:21,FRON,KAUS,KIAD,0.0009,-0.0003,100,518.67,1561.43,1596.15,1402.9,14.62,21.61,553.61,2388.1,9036.25,1.3,47.4,521.87,2388.11,8127.52,8.4543,0.03,392,2388,100,38.97,23.3453,170.0
test_FD001,999189,89,13,3/23/2018 7:38,FRON,KRDU,KLAS,-0.0031,-0.0003,100,518.67,1561.77,1587.24,1409.1,14.62,21.61,553.88,2388.04,9038.02,1.3,47.55,522.02,2388.08,8119.75,8.4204,0.03,393,2388,100,38.87,23.362,170.0
test_FD001,999189,89,150,4/16/2018 13:42,FRON,KCOS,KSAT,0.0005,-0.0002,100,518.67,1562.23,1582.76,1409.32,14.62,21.61,553.88,2388.12,9045.08,1.3,47.72,521.07,2388.13,8135.69,8.4401,0.03,391,2388,100,38.89,23.3449,170.0
test_FD001,999189,89,72,4/3/2018 21:18,FRON,KIAD,KLAS,-0.0012,0.0001,100,518.67,1562.0,1584.15,1411.67,14.62,21.61,553.98,2388.02,9048.29,1.3,47.51,521.48,2388.06,8128.87,8.4418,0.03,392,2388,100,38.75,23.3463,170.0
test_FD001,999189,89,146,4/15/2018 19:36,FRON,KCVG,KLAS,0.0038,0.0002,100,518.67,1561.94,1590.93,1407.81,14.62,21.61,553.19,2388.1,9047.3,1.3,47.58,521.03,2388.1,8131.54,8.4558,0.03,394,2388,100,39.15,23.4526,170.0
test_FD001,999189,89,101,4/9/2018 9:26,FRON,KTTN,KJAX,0.0013,-0.0002,100,518.67,1561.46,1594.75,1409.94,14.62,21.61,554.23,2388.14,9044.7,1.3,47.5,521.61,2388.11,8122.82,8.4359,0.03,391,2388,100,38.95,23.4411,170.0
test_FD001,999189,89,174,4/23/2018 18:43,FRON,KMCI,KDEN,0.0044,0.0,100,518.67,1562.46,1584.55,1407.4,14.62,21.61,553.43,2388.16,9046.68,1.3,47.47,521.24,2388.13,8132.38,8.4406,0.03,395,2388,100,38.96,23.2804,170.0
test_FD001,999189,89,70,4/3/2018 17:21,FRON,KAUS,KIAD,0.0001,-0.0005,100,518.67,1562.25,1591.28,1411.87,14.62,21.61,553.91,2388.11,9051.45,1.3,47.48,521.88,2388.09,8128.68,8.4159,0.03,393,2388,100,38.82,23.3501,170.0
test_FD001,999189,89,30,3/27/2018 5:43,FRON,KMSP,KDEN,-0.0026,0.0004,100,518.67,1561.89,1592.06,1398.14,14.62,21.61,553.78,2388.11,9048.2,1.3,47.46,521.25,2388.09,8124.16,8.4538,0.03,392,2388,100,38.95,23.3231,170.0
test_FD001,999189,89,172,4/20/2018 19:24,FRON,,,0.0005,-0.0001,100,518.67,1561.63,1588.92,1410.08,14.62,21.61,553.95,2388.12,9048.61,1.3,47.56,521.11,2388.1,8128.52,8.4253,0.03,392,2388,100,38.84,23.3927,170.0
test_FD001,999189,89,69,4/3/2018 13:55,FRON,KONT,KAUS,-0.001,0.0004,100,518.67,1561.5700000000002,1590.74,1409.35,14.62,21.61,553.89,2388.12,9053.14,1.3,47.48,521.39,2388.14,8125.2,8.4125,0.03,393,2388,100,38.79,23.4274,170.0
